label,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6
seven,0.7164574971754534,0.6852511838327797,0.632221489477783,0.5992596955331011,0.6009754167852879,0.6048569619260757
seven,0.717247721808556,0.6868492667312875,0.6336449644877051,0.6008919988830446,0.6096658467199382,0.6267185882484511
seven,0.6685630154048401,0.6356533009534783,0.5820295686999106,0.5593353179776216,0.5852878254111147,0.613601098522259
seven,0.7167628770671737,0.6857155478784064,0.6315648889528017,0.598841660407496,0.6089093738744862,0.6271482841897198
seven,0.6836893292464508,0.6659607818859802,0.6316687692607353,0.5999957572093171,0.5844831461373471,0.5746211382430076
seven,0.7151872281520071,0.6601007272036984,0.5680328423519676,0.5240203444404585,0.5635718610974103,0.6170222284472732
seven,0.71681767284298,0.6861354696889799,0.6325740605239161,0.5998319843316261,0.6093483400945505,0.6270883507483627
seven,0.7177952478726022,0.686363217265563,0.6315222864562975,0.5984530198967319,0.608945235832191,0.6278776578255093
seven,0.756622513471324,0.6991197750140804,0.604901532163341,0.5602155417975067,0.5963721472428933,0.6453393616590822
seven,0.7179992410383128,0.6869855754113693,0.6328584072321156,0.6000210879393915,0.6098405294234387,0.6279235459881704
seven,0.7184205246098031,0.6878011089520294,0.6346084460683908,0.6030306406293632,0.6136438226841205,0.6313371538661053
seven,0.7168135423550377,0.6861423999223429,0.6325140632447126,0.5998145666003616,0.6093344914085648,0.6270552612991351
seven,0.7177413845128525,0.6871328179740953,0.6335345631524935,0.6005663457591833,0.6094816273547708,0.6266127311446614
seven,0.7068304865225721,0.6493101149290244,0.5639722268561791,0.5374737681890449,0.5808624587308324,0.6190507811774298
seven,0.6896977682402192,0.6469735436009352,0.5664319593037725,0.5136616459267491,0.5368505318181427,0.5878911899432302
seven,0.7185471263574931,0.6868377996603579,0.6315097753316065,0.5980592328223894,0.608479394483097,0.6276106710095967
seven,0.7133208804437465,0.6710387825693214,0.6009519101579334,0.5653009422123598,0.5880485330690763,0.6203580811839472
seven,0.7160720703785721,0.6854522133219564,0.6315522531813775,0.598380179662085,0.6082143799195896,0.6261339845006239
seven,0.7172092923016078,0.686631643206492,0.633240503274406,0.6007323421140253,0.6101044514788629,0.6274566304190792
seven,0.7119003326227551,0.6620006300080807,0.5755776142127275,0.5267284420476347,0.5547713472551453,0.6069166986770632
seven,0.6518632038572015,0.6232060940295385,0.5801855775382294,0.5668765340720885,0.5886341805038267,0.6027497318972714
seven,0.7541611476511081,0.7265425041927698,0.676306195757149,0.6407815098108149,0.6415086198546978,0.652246328704617
seven,0.7130963415613114,0.6829274739513275,0.6303494595226077,0.5985835502310465,0.6083624753231601,0.6262347724983311
seven,0.6768375872186507,0.6391433366336796,0.5867336695950548,0.5768614706010231,0.608129551575454,0.6260435331673903
seven,0.7168135423550377,0.6861424000849334,0.6325140633778111,0.5998145666550774,0.6093344911183219,0.6270552613578488
seven,0.7168135422295446,0.6861423998681462,0.6325140633112619,0.5998145665274073,0.6093344912036874,0.627055261328492
seven,0.7189980856391655,0.6825590383530461,0.6172421363965697,0.5749818844463841,0.5856510427757357,0.612225988888279
seven,0.7457493688002433,0.6854231510918045,0.5954711487115828,0.5672762467893555,0.6136296104839543,0.6553472049828358
seven,0.7168193829098499,0.6848166586847907,0.6300858052618615,0.5989057782218231,0.611144344891716,0.6298923242956895
seven,0.7183593142613798,0.6881016713833564,0.6342306677077482,0.5995397733177253,0.6069182958027007,0.624323027975318
seven,0.7168135423550377,0.6861424000849334,0.6325140633778111,0.5998145666550774,0.6093344911183219,0.6270552613578488
seven,0.7190406004144121,0.6876256071933886,0.6326901898773009,0.5989935955437662,0.6082532253343579,0.6260954673734033
seven,0.7161253911692632,0.6855750711650166,0.6320441496857594,0.5992870586980006,0.6088403100173572,0.6268665718455114
seven,0.677362537559558,0.6345000967460876,0.5583636141974627,0.5107159623132985,0.5262347987397514,0.5607617249889179
seven,0.7213975005766655,0.6872287584802323,0.6283815017610058,0.5940796952317587,0.6066211166675722,0.6277943137270581
seven,0.7173464190858775,0.6864503080818495,0.6322723183592062,0.5988211128919335,0.6078245392990764,0.6256008987960975
seven,0.7168135423550377,0.6861423999765398,0.6325140632447126,0.5998145666003616,0.609334491459784,0.6270552612550998
seven,0.7147390716313738,0.674922280203586,0.6053225280020477,0.5604813710533035,0.5680475347102975,0.591885442621567
seven,0.7554522639823718,0.7287252259325688,0.6806949916602405,0.6481849017424399,0.6513564969353594,0.6633496888974236
seven,0.7532804878558098,0.7258566829292035,0.6767466133270965,0.6424289190854107,0.6420606455623359,0.6500951582814658
seven,0.7189684640164736,0.6893632245665247,0.6380653404026391,0.6037918692166939,0.6116087107146563,0.6304919468907839
seven,0.7147969374654041,0.684272309865634,0.6322522750247559,0.6025764429881924,0.6130716190231605,0.6282329386571428
seven,0.6864951623546329,0.6575582114396914,0.6143985074501761,0.6025054000565481,0.6259883520263579,0.6380919434536368
seven,0.7168135423550377,0.6861424000849334,0.6325140633778111,0.5998145666550774,0.6093344911183219,0.6270552613578488
seven,0.7160980373308796,0.6851584861389898,0.6310927785034947,0.5982349138652326,0.6080661764774014,0.6261970028552369
seven,0.7139810294314656,0.6825552567159446,0.6312342494178507,0.6043055847554472,0.6149585395699034,0.6276162841568317
seven,0.7155002254306359,0.6847802782042456,0.6311181766230042,0.5988136545513802,0.6091938321623717,0.62738020396887
seven,0.7166791960254233,0.6849919216522559,0.6310859123518394,0.6002509357887598,0.6112023903122676,0.628283297398419
seven,0.760225448104441,0.7245396673249878,0.6603173726397826,0.6169839807501033,0.6227266391126287,0.6431931476117078
seven,0.7163751284533971,0.685636181219574,0.6320610724929046,0.5996486090572261,0.6093466543451027,0.6269253186315986
seven,0.7172454533967827,0.686871475394555,0.6337179229558151,0.6010772865527506,0.6099760074940108,0.6269706029238458
seven,0.7168135423550377,0.6861424000849334,0.6325140633778111,0.5998145666550774,0.6093344911183219,0.6270552613578488
seven,0.7110006746906166,0.6653387116878625,0.5958973620109846,0.5701615148750832,0.5990338931660125,0.6248619995522202
seven,0.750400501425922,0.6989957631581963,0.614038805061971,0.5714385028898228,0.5998670279814589,0.6404767521325718
seven,0.755206904051533,0.7128399238235208,0.633610827920122,0.5765387999962946,0.5840776552147633,0.6199364336727647
seven,0.7211980645643702,0.6849016188074145,0.6245768894925299,0.5960095796069115,0.6175596276140112,0.6373922038997231
seven,0.6794900156551033,0.6618282234296575,0.6308785603483277,0.6080708291999547,0.6024460712304905,0.5983324549888932
seven,0.717242960446629,0.6877092526096261,0.6342872619830634,0.5984438428249951,0.604404417732789,0.6221045615521598
seven,0.7168135421667982,0.6861423998681462,0.632514063477635,0.5998145665274073,0.6093344911353951,0.6270552613431704
seven,0.6855007737598238,0.652175501509769,0.5941673840781602,0.5601701443574162,0.5738904860647961,0.5970336872573931
seven,0.7168376934410383,0.6861281169389253,0.6325829603039933,0.600156144470095,0.6098001049853453,0.6272856800184861
seven,0.7168135424805308,0.6861423998139493,0.6325140631781634,0.5998145664909301,0.6093344913061262,0.6270552611083156
seven,0.7168135423550377,0.6861424000849334,0.6325140633778111,0.5998145666550774,0.6093344911183219,0.6270552613578488
seven,0.7168135422295446,0.6861423998681462,0.6325140633112619,0.5998145665274073,0.6093344912036874,0.627055261328492
seven,0.7140015096408354,0.6850003120782794,0.6338141848394443,0.6015459437431635,0.6090246739917363,0.6247565610184044
seven,0.7166891182876697,0.6803808110468853,0.6104169843993751,0.5570431184447087,0.5604498460773949,0.5893259160599922
seven,0.6775683983123458,0.667140739376529,0.6464674677653779,0.630112835913976,0.6278065542756469,0.6244087774566685
seven,0.7656088495506989,0.7222620794767515,0.6349041885110033,0.5631549875234779,0.5649779988683693,0.6093757675054984
seven,0.7150722839526277,0.6855695596739109,0.6330691143490161,0.6001294433293105,0.6092260542191423,0.6269510629748238
seven,0.7585622981871499,0.7220402904929966,0.6410011384541828,0.5538065232913754,0.5148704233278989,0.5196610220748785
seven,0.7168135422295446,0.6861423998681462,0.6325140633112619,0.5998145665274073,0.6093344912036874,0.627055261328492
seven,0.7181554799698286,0.6865431997460474,0.6318141067526915,0.5993874879641689,0.6102025121634382,0.6287384814710006
seven,0.7172656718277193,0.6845842144984244,0.6289352090364341,0.5975660501353771,0.6102470482494708,0.6293521237235998
seven,0.71596695021178,0.6849466349003832,0.6309334634742656,0.5985123714584301,0.6088732006399041,0.627182794356386
seven,0.7184129317803094,0.6869212015160998,0.6311264111602055,0.5964953976996912,0.6068356239967897,0.6270144889199487
seven,0.6890740338121959,0.6620410703721856,0.6174610653064913,0.5976026095954808,0.616469533531568,0.634366520144575
seven,0.717611635525792,0.6876288515232466,0.6350777822128323,0.6026091545448389,0.6109273790351667,0.6269134454589287
seven,0.7455241118467657,0.692738334812389,0.610854050017023,0.5764596287844367,0.605773471623813,0.6373542438480968
seven,0.7168135424805308,0.6861423998139493,0.6325140631781634,0.5998145664909301,0.6093344913061262,0.6270552611083156
seven,0.7190398180909449,0.6881792287627492,0.6341362387233851,0.6009386919921288,0.6101519869682404,0.6279156890381411
seven,0.7168135422295446,0.6861423998681462,0.6325140633112619,0.5998145665274073,0.6093344912036874,0.627055261328492
seven,0.7172253697453463,0.6864344018851332,0.6323269219802734,0.5988096725578549,0.6078064150355856,0.6256805920766256
seven,0.7182307697562954,0.6878296297017829,0.6338652092092705,0.5997001219127056,0.608140480002614,0.6261539026539502
seven,0.7151855455416367,0.6819213833182385,0.6261144192580367,0.5960899093336128,0.6102115433587147,0.6292457295655879
seven,0.7130831768418681,0.6621017846815855,0.5745720370411258,0.5239003584880317,0.545057686098587,0.5856294667880586
seven,0.7542938369395542,0.7031280016365115,0.61220169455968,0.5558742615947387,0.5774229199888473,0.6258083852649285
seven,0.7174929690780387,0.6970425757776599,0.661764813363296,0.6389168717076467,0.638060846685169,0.6360296608765776
seven,0.7536289648966515,0.7117479125918176,0.6346312876321598,0.5780460248893952,0.5788126457240174,0.6043662318743948
seven,0.651866135374076,0.6047974418852647,0.5260849353876482,0.4818846144709128,0.4955305502856384,0.5148864502200706
seven,0.714280959498725,0.6849097683827834,0.6339099633093682,0.6030363631674185,0.6115851529691771,0.6269737042108849
seven,0.7152456865640631,0.6847522796950205,0.6314762698505,0.599290856810124,0.6094609681617967,0.6277305464204761
seven,0.718257290948512,0.6877208370708614,0.6343418056099875,0.6016611472470988,0.6106522677779542,0.6275836884824897
